Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
Gl-67_S30.R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.019521445702493163)	(26.0, 0.3179206871548887)	(27.0, 2.607507390261587)	(28.0, 3.332589659211333)	(29.0, 1.723464777734397)	(30.0, 0.43226058341234885)	(31.0, 0.7222934909922472)	(32.0, 0.42389424953985166)	(33.0, 0.2844553516649004)	(34.0, 0.31513190919738965)	(35.0, 2.281220369234201)	(36.0, 2.0748508003792736)	(37.0, 0.9398181716771709)	(38.0, 1.5003625411344752)	(39.0, 2.8863851860114886)	(40.0, 1.1210887389146071)	(41.0, 1.3916002007920139)	(42.0, 0.557755591499805)	(43.0, 0.3318645769423838)	(44.0, 0.2983992414523955)	(45.0, 0.3987952479223604)	(46.0, 0.4294718054548497)	(47.0, 1.0820458475096206)	(48.0, 3.9544871437336058)	(49.0, 3.5250153382787577)	(50.0, 12.474203803893124)	(51.0, 25.27190585085618)	(52.0, 4.4174242846784475)	(53.0, 7.663561827207325)	(54.0, 7.490657593842384)	(55.0, 5.086730994478219)	(56.0, 2.783200401584024)	(57.0, 0.7752802721847285)	(58.0, 0.23704612638741698)	(59.0, 0.13943889787495117)	(60.0, 0.1450164537899492)	(61.0, 0.10876234034246192)	(62.0, 0.08366333872497071)	(63.0, 0.12270623012995704)	(64.0, 0.08087456076747168)	(65.0, 0.025099001617491214)	(66.0, 0.05019800323498243)	(67.0, 0.033465335489988285)	(68.0, 0.019521445702493163)	(69.0, 0.022310223659992186)	(70.0, 0.008366333872497071)	(71.0, 0.008366333872497071)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-67_S30.R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.045332057319867974)	(25.0, 0.15362530536177482)	(26.0, 0.59939053567381)	(27.0, 1.7679502354748526)	(28.0, 2.4630417810461593)	(29.0, 2.105422217744983)	(30.0, 1.259223814440778)	(31.0, 1.0904878233057127)	(32.0, 0.7253129171178874)	(33.0, 0.5087264210340742)	(34.0, 0.7706449744377551)	(35.0, 1.3700355101115658)	(36.0, 0.994786813408214)	(37.0, 0.7857556602110445)	(38.0, 1.430478253204724)	(39.0, 1.7226181781549843)	(40.0, 1.402775329287027)	(41.0, 2.860956506409438)	(42.0, 1.2415946810386067)	(43.0, 0.5414662402095342)	(44.0, 0.4885788400030218)	(45.0, 0.4659128113430877)	(46.0, 0.7051653360868348)	(47.0, 1.732691968670512)	(48.0, 7.459641876747229)	(49.0, 6.955952350970899)	(50.0, 10.393633364394146)	(51.0, 17.21862643866313)	(52.0, 7.4873448006649035)	(53.0, 6.510187120658848)	(54.0, 5.724431460447787)	(55.0, 4.825345656937062)	(56.0, 3.6819704334248233)	(57.0, 1.1257460901100544)	(58.0, 0.435691439796509)	(59.0, 0.18888357216611654)	(60.0, 0.15110685773289326)	(61.0, 0.11081169567078841)	(62.0, 0.07807187649532818)	(63.0, 0.0831087717530913)	(64.0, 0.05036895257763108)	(65.0, 0.040295162062104865)	(66.0, 0.03022137154657865)	(67.0, 0.032739819175460205)	(68.0, 0.02518447628881554)	(69.0, 0.007555342886644663)	(70.0, 0.027702923917697096)	(71.0, 0.027702923917697096)	(72.0, 0.0)	(73.0, 0.007555342886644663)	(74.0, 0.007555342886644663)	(75.0, 0.007555342886644663)	(76.0, 0.015110685773289325)	(77.0, 0.0)	(78.0, 0.007555342886644663)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.007555342886644663)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.007555342886644663)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.010073790515526216)	(96.0, 0.010073790515526216)	(97.0, 0.0)	(98.0, 0.007555342886644663)	(99.0, 0.007555342886644663)	(100.0, 0.0)
Gl-69_S31.R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.00558362880035735)	(24.0, 0.00558362880035735)	(25.0, 0.0)	(26.0, 0.03768949440241212)	(27.0, 0.40900080962617597)	(28.0, 0.4173762528267119)	(29.0, 0.2331165024149194)	(30.0, 0.04327312320276947)	(31.0, 0.10608894720678963)	(32.0, 0.11027666880705767)	(33.0, 0.0223345152014294)	(34.0, 0.0111672576007147)	(35.0, 0.009771350400625363)	(36.0, 0.004187721600268013)	(37.0, 0.1591334208101845)	(38.0, 0.43971076802814135)	(39.0, 0.34897680002233444)	(40.0, 0.12004801920768302)	(41.0, 0.04187721600268013)	(42.0, 0.02652223680169741)	(43.0, 0.0)	(44.0, 0.02791814400178675)	(45.0, 0.032105865602054764)	(46.0, 0.053044473603394836)	(47.0, 0.11306848320723634)	(48.0, 0.397833552025461)	(49.0, 0.35037270722242364)	(50.0, 3.151958457801729)	(51.0, 10.441385856668289)	(52.0, 12.18906167118019)	(53.0, 21.62818615818414)	(54.0, 23.88257628632843)	(55.0, 12.478014461598603)	(56.0, 9.467042631005885)	(57.0, 3.0891426337977057)	(58.0, 0.12842346240821903)	(59.0, 0.013959072000893375)	(60.0, 0.004187721600268013)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-69_S31.R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.003905131342584132)	(24.0, 0.013017104475280438)	(25.0, 0.007810262685168264)	(26.0, 0.09632657311707525)	(27.0, 0.2551352477154966)	(28.0, 0.3163156387493147)	(29.0, 0.32672932232953894)	(30.0, 0.18614459399651034)	(31.0, 0.20176511936684688)	(32.0, 0.24992840592538462)	(33.0, 0.17703262086381402)	(34.0, 0.15620525370336527)	(35.0, 0.015620525370336528)	(36.0, 0.013017104475280438)	(37.0, 0.15230012236078114)	(38.0, 0.3293327432245951)	(39.0, 0.22779932831740768)	(40.0, 0.11845565072505199)	(41.0, 0.04946499700606568)	(42.0, 0.09111973132696306)	(43.0, 0.04686157611100958)	(44.0, 0.07029236416651437)	(45.0, 0.07680091640415458)	(46.0, 0.13017104475280433)	(47.0, 0.3085053760641464)	(48.0, 1.1611257191950155)	(49.0, 1.0674025669729974)	(50.0, 2.850745880086421)	(51.0, 8.970086693915698)	(52.0, 12.9285881648488)	(53.0, 18.614459399651086)	(54.0, 14.750982791388017)	(55.0, 10.853661711488856)	(56.0, 12.273827809742025)	(57.0, 9.450417849053593)	(58.0, 2.6593944442997954)	(59.0, 0.5623389133321149)	(60.0, 0.11715394027752395)	(61.0, 0.036447892530785224)	(62.0, 0.011715394027752395)	(63.0, 0.013017104475280438)	(64.0, 0.0)	(65.0, 0.003905131342584132)	(66.0, 0.003905131342584132)	(67.0, 0.007810262685168264)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.005206841790112176)	(73.0, 0.0)	(74.0, 0.009111973132696306)	(75.0, 0.009111973132696306)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.003905131342584132)	(81.0, 0.003905131342584132)	(82.0, 0.003905131342584132)	(83.0, 0.003905131342584132)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.003905131342584132)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-70_S32.R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0030473249565756136)	(26.0, 0.015236624782878069)	(27.0, 0.15135047284325548)	(28.0, 0.17369752252481)	(29.0, 0.0964986236248944)	(30.0, 0.04672564933415941)	(31.0, 0.05485184921836105)	(32.0, 0.07923044887096593)	(33.0, 0.052820299247310624)	(34.0, 0.019299724724978883)	(35.0, 0.0233628246670797)	(36.0, 0.07313579895781473)	(37.0, 0.07415157394333993)	(38.0, 0.17776062246691077)	(39.0, 0.24683332148262466)	(40.0, 0.14322427295905385)	(41.0, 0.03453634950785696)	(42.0, 0.004063099942100818)	(43.0, 0.00711042489867643)	(44.0, 0.043678324377583795)	(45.0, 0.04063099942100818)	(46.0, 0.3890418194561528)	(47.0, 2.307840767113273)	(48.0, 5.286093024673121)	(49.0, 2.87769053399292)	(50.0, 29.8048696252806)	(51.0, 51.369772567980796)	(52.0, 1.7654169248428058)	(53.0, 1.4759210539681207)	(54.0, 2.607494387843202)	(55.0, 0.517029467632329)	(56.0, 0.020315499710504087)	(57.0, 0.0030473249565756136)	(58.0, 0.010157749855252043)	(59.0, 0.004063099942100818)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-70_S32.R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0029394473838918037)	(25.0, 0.008818342151675412)	(26.0, 0.039192631785224044)	(27.0, 0.12247697432882516)	(28.0, 0.16460905349794105)	(29.0, 0.11365863217714975)	(30.0, 0.08818342151675408)	(31.0, 0.17832647462276954)	(32.0, 0.14109347442680661)	(33.0, 0.07348618459729507)	(34.0, 0.04507152655300766)	(35.0, 0.03919263178522405)	(36.0, 0.06270821085635848)	(37.0, 0.08524397413286232)	(38.0, 0.0979815794630601)	(39.0, 0.18322555359592244)	(40.0, 0.1185577111503028)	(41.0, 0.04507152655300766)	(42.0, 0.0872036057221235)	(43.0, 0.06662747403488088)	(44.0, 0.10679992161473555)	(45.0, 0.23123652753282192)	(46.0, 1.1228689006466663)	(47.0, 5.145012737605217)	(48.0, 12.033117773858864)	(49.0, 9.719772682735742)	(50.0, 23.106016068978498)	(51.0, 33.13932980599677)	(52.0, 7.737605330197877)	(53.0, 2.7121301195375183)	(54.0, 2.0252792475014556)	(55.0, 0.8446012149715786)	(56.0, 0.2175191064079935)	(57.0, 0.03233392122280984)	(58.0, 0.01469723691945902)	(59.0, 0.01469723691945902)	(60.0, 0.0058788947677836075)	(61.0, 0.0058788947677836075)	(62.0, 0.0029394473838918037)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0029394473838918037)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0029394473838918037)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0029394473838918037)	(83.0, 0.003919263178522405)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0029394473838918037)	(91.0, 0.0029394473838918037)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-71_S33.R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.004975536943361798)	(20.0, 0.004975536943361798)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.019902147773447194)	(27.0, 0.19072891616220225)	(28.0, 0.24877684716808995)	(29.0, 0.1675097437598472)	(30.0, 0.02653619703126292)	(31.0, 0.12604693589849886)	(32.0, 0.17248528070320895)	(33.0, 0.1376565220996764)	(34.0, 0.11277883738286744)	(35.0, 2.0947010531553167)	(36.0, 2.4330375653039193)	(37.0, 0.2703375072559911)	(38.0, 1.0697404428227868)	(39.0, 3.338585288995767)	(40.0, 0.9619371423832818)	(41.0, 1.5026121568952635)	(42.0, 0.2504353594825439)	(43.0, 0.05638941869143371)	(44.0, 0.0812671034082427)	(45.0, 0.1111203250684135)	(46.0, 0.11112032506841348)	(47.0, 0.7529645907620856)	(48.0, 1.7911932996102446)	(49.0, 1.097935152168505)	(50.0, 10.88149929513225)	(51.0, 19.563811261298596)	(52.0, 2.2340160875694433)	(53.0, 4.851148519777781)	(54.0, 10.826768388755255)	(55.0, 20.883987063604028)	(56.0, 12.954639688199679)	(57.0, 0.6634049257815731)	(58.0, 0.004975536943361798)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-71_S33.R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.004655999255040124)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.009311998510080247)	(26.0, 0.03259199478528087)	(27.0, 0.19089596945664508)	(28.0, 0.21883196498688587)	(29.0, 0.16916797293312447)	(30.0, 0.1070879828659228)	(31.0, 0.3911039374233703)	(32.0, 0.40041593593345043)	(33.0, 0.23745596200704638)	(34.0, 0.2871199540608077)	(35.0, 1.1965918085453118)	(36.0, 1.0584638306457883)	(37.0, 0.3274719476044887)	(38.0, 0.9653438455449859)	(39.0, 1.7692797169152457)	(40.0, 1.5007837598745992)	(41.0, 3.360079462387304)	(42.0, 1.1515838157465936)	(43.0, 0.2374559620070464)	(44.0, 0.21883196498688587)	(45.0, 0.1551999751680041)	(46.0, 0.4190399329536109)	(47.0, 1.732031722874922)	(48.0, 4.51942327689232)	(49.0, 3.5106234383002652)	(50.0, 8.613598621824202)	(51.0, 12.482734002762609)	(52.0, 6.766718917324933)	(53.0, 10.046094392624779)	(54.0, 9.287166514053265)	(55.0, 15.845917464653377)	(56.0, 10.274238356121828)	(57.0, 2.0067356789222908)	(58.0, 0.3429919451212891)	(59.0, 0.06983998882560186)	(60.0, 0.013967997765120371)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.009311998510080247)	(65.0, 0.004655999255040124)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.009311998510080247)	(74.0, 0.004655999255040124)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.004655999255040124)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.006207999006720164)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.006207999006720164)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.009311998510080247)	(100.0, 0.024831996026880656)
Gl-72_S34.R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.00784331301541771)	(26.0, 0.059385084259591235)	(27.0, 0.310371100752958)	(28.0, 0.36303334528504827)	(29.0, 0.21064897812836136)	(30.0, 0.09748117604876294)	(31.0, 0.16583004661168882)	(32.0, 0.12549300824668336)	(33.0, 0.08067407673001072)	(34.0, 0.022409465758336314)	(35.0, 0.09748117604876297)	(36.0, 0.3540695589817138)	(37.0, 0.2364198637504481)	(38.0, 0.23305844388669766)	(39.0, 0.2117694514162782)	(40.0, 0.12885442811043382)	(41.0, 0.03921656507708855)	(42.0, 0.01344567945500179)	(43.0, 0.03249372534958765)	(44.0, 0.08739691645751164)	(45.0, 0.09524022947292933)	(46.0, 0.3305396199354605)	(47.0, 2.6969792040157845)	(48.0, 6.843850842595829)	(49.0, 3.671790964503422)	(50.0, 29.43931516672636)	(51.0, 52.344030118322124)	(52.0, 1.3759411975618485)	(53.0, 0.1490229472929365)	(54.0, 0.10420401577626388)	(55.0, 0.04481893151667263)	(56.0, 0.014566152742918604)	(57.0, 0.00784331301541771)	(58.0, 0.004481893151667264)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-72_S34.R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.004282425994325763)	(24.0, 0.0)	(25.0, 0.020341523473047372)	(26.0, 0.11027246935388839)	(27.0, 0.235533429687917)	(28.0, 0.30940527809003626)	(29.0, 0.2430276751779871)	(30.0, 0.18628553075317078)	(31.0, 0.41004228895669126)	(32.0, 0.26872223114394156)	(33.0, 0.1059900433595626)	(34.0, 0.06209517691772356)	(35.0, 0.0578127509233978)	(36.0, 0.21840372571061395)	(37.0, 0.20555644772763665)	(38.0, 0.19163856324607795)	(39.0, 0.12097853433970279)	(40.0, 0.1370376318184244)	(41.0, 0.08029548739360805)	(42.0, 0.12419035383544712)	(43.0, 0.15523794229430893)	(44.0, 0.14453187730849454)	(45.0, 0.24516888817514987)	(46.0, 1.1145013650232782)	(47.0, 4.66356190782072)	(48.0, 13.804400192709481)	(49.0, 11.23173277661814)	(50.0, 22.930249986616953)	(51.0, 33.59027889299301)	(52.0, 7.502810342058716)	(53.0, 1.0374176971254159)	(54.0, 0.2548043466623829)	(55.0, 0.11883732134253995)	(56.0, 0.04817729243616484)	(57.0, 0.016059097478721612)	(58.0, 0.006423638991488644)	(59.0, 0.009635458487232967)	(60.0, 0.0)	(61.0, 0.003211819495744322)	(62.0, 0.003211819495744322)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.003211819495744322)	(77.0, 0.006423638991488644)	(78.0, 0.0)	(79.0, 0.004282425994325763)	(80.0, 0.004282425994325763)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.003211819495744322)	(87.0, 0.003211819495744322)	(88.0, 0.0)	(89.0, 0.003211819495744322)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
