Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
Gl-73_S35.R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0028783881026625048)	(22.0, 0.0038378508035500068)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0057567762053250095)	(26.0, 0.04317582153993758)	(27.0, 0.34156872151595064)	(28.0, 0.42120412568961324)	(29.0, 0.24658191412808786)	(30.0, 0.13912209162868777)	(31.0, 0.21875749580235038)	(32.0, 0.11513552410650019)	(33.0, 0.053729911249700085)	(34.0, 0.016310865915087527)	(35.0, 0.14008155432957525)	(36.0, 0.47493403693931335)	(37.0, 0.22739266011033787)	(38.0, 0.21396018229791286)	(39.0, 0.22451427200767538)	(40.0, 0.07771647877188763)	(41.0, 0.04797313504437509)	(42.0, 0.05181098584792509)	(43.0, 0.037419045334612565)	(44.0, 0.03358119453106256)	(45.0, 0.04893259774526259)	(46.0, 0.3914607819621003)	(47.0, 2.7670904293595666)	(48.0, 7.023266970496538)	(49.0, 3.765891100983431)	(50.0, 29.321180139122088)	(51.0, 52.040297433437246)	(52.0, 1.2386663468457635)	(53.0, 0.14775725593667527)	(54.0, 0.09018949388342516)	(55.0, 0.008635164307987515)	(56.0, 0.009594627008875017)	(57.0, 0.006716238906212511)	(58.0, 0.0028783881026625048)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-73_S35.R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0027671958159999044)	(20.0, 0.005534391631999809)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.005534391631999809)	(25.0, 0.01660317489599943)	(26.0, 0.1355925949839953)	(27.0, 0.28871076346932334)	(28.0, 0.31361552581332225)	(29.0, 0.2951675537066562)	(30.0, 0.23244444854399193)	(31.0, 0.39386420447731957)	(32.0, 0.2315220499386586)	(33.0, 0.15496296569599474)	(34.0, 0.0774814828479973)	(35.0, 0.09777425216532995)	(36.0, 0.28871076346932334)	(37.0, 0.2536596164666578)	(38.0, 0.22414286109599227)	(39.0, 0.17802293082932724)	(40.0, 0.09316225913866344)	(41.0, 0.09039506332266352)	(42.0, 0.12729100753599562)	(43.0, 0.10238624519199648)	(44.0, 0.17064374198666085)	(45.0, 0.20753968619999286)	(46.0, 1.1179471096639586)	(47.0, 4.914539769215768)	(48.0, 13.261324748876952)	(49.0, 10.673996660917242)	(50.0, 23.52854362484153)	(51.0, 34.00422458561296)	(52.0, 7.052659736378438)	(53.0, 1.02847444494663)	(54.0, 0.2628836025199909)	(55.0, 0.09316225913866345)	(56.0, 0.03412874839733216)	(57.0, 0.020292769317332635)	(58.0, 0.006456790237333109)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0027671958159999044)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0027671958159999044)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0027671958159999044)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0027671958159999044)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0027671958159999044)	(100.0, 0.0)
Gl-75_S36.R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.003278984170703922)	(24.0, 0.003278984170703922)	(25.0, 0.003278984170703922)	(26.0, 0.026231873365631375)	(27.0, 0.18936133585815149)	(28.0, 0.2393658444613863)	(29.0, 0.13361860495618483)	(30.0, 0.05492298485929068)	(31.0, 0.0918115567797098)	(32.0, 0.07131790571281027)	(33.0, 0.048365016517882845)	(34.0, 0.031970095664363235)	(35.0, 0.0713179057128103)	(36.0, 0.22788939986392254)	(37.0, 0.13033962078548092)	(38.0, 0.09017206469435785)	(39.0, 0.07705612801154216)	(40.0, 0.06803892154210636)	(41.0, 0.03524907983506716)	(42.0, 0.036888571920419125)	(43.0, 0.11722368410266523)	(44.0, 0.7508873750911977)	(45.0, 4.533195615998127)	(46.0, 24.346457467476775)	(47.0, 20.76990548328103)	(48.0, 5.3726155636983535)	(49.0, 1.8272139291247644)	(50.0, 14.441466033822717)	(51.0, 25.52689176893008)	(52.0, 0.5820196902999463)	(53.0, 0.036888571920419125)	(54.0, 0.017214666896195586)	(55.0, 0.02131339710957549)	(56.0, 0.02295288919492745)	(57.0, 0.0)	(58.0, 0.0)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-75_S36.R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0029458551817592824)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.002209391386319462)	(25.0, 0.018411594885995513)	(26.0, 0.0788016261120608)	(27.0, 0.1347728745654872)	(28.0, 0.172332528132918)	(29.0, 0.139928121133566)	(30.0, 0.12225299004301028)	(31.0, 0.16496789017851982)	(32.0, 0.12298945383845011)	(33.0, 0.08837565545277848)	(34.0, 0.06775466918046348)	(35.0, 0.07217345195310242)	(36.0, 0.14802922288340395)	(37.0, 0.1517115418606031)	(38.0, 0.10531432274789437)	(39.0, 0.06112649502150511)	(40.0, 0.07143698815766258)	(41.0, 0.0751193071348617)	(42.0, 0.20400047133683022)	(43.0, 0.5265716137394725)	(44.0, 2.040004713368313)	(45.0, 12.218670830141805)	(46.0, 22.751576032522717)	(47.0, 16.50857243857827)	(48.0, 9.023154421728972)	(49.0, 5.264243209803823)	(50.0, 10.976992871030518)	(51.0, 15.169681258469195)	(52.0, 2.959847993872635)	(53.0, 0.3483473752430352)	(54.0, 0.0891121192482183)	(55.0, 0.05007953808990781)	(56.0, 0.025039769044953898)	(57.0, 0.0)	(58.0, 0.002209391386319462)	(59.0, 0.009574029340717667)	(60.0, 0.009574029340717667)	(61.0, 0.002209391386319462)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.002209391386319462)	(68.0, 0.002209391386319462)	(69.0, 0.002209391386319462)	(70.0, 0.002209391386319462)	(71.0, 0.0)	(72.0, 0.002209391386319462)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.002209391386319462)	(80.0, 0.002209391386319462)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.002209391386319462)	(91.0, 0.002209391386319462)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-79_S37.R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0038596626654830357)	(24.0, 0.005146216887310714)	(25.0, 0.010292433774621428)	(26.0, 0.039883180876658035)	(27.0, 0.3756738327736821)	(28.0, 0.4219897847594785)	(29.0, 0.18140414527770268)	(30.0, 0.06175460264772857)	(31.0, 0.12222265107362941)	(32.0, 0.10807055463352495)	(33.0, 0.07204703642235)	(34.0, 0.036023518211175)	(35.0, 0.04502939776396875)	(36.0, 0.13380163907007855)	(37.0, 0.11964954262997411)	(38.0, 0.17883103683404733)	(39.0, 0.4631595198579642)	(40.0, 0.34093686878433477)	(41.0, 0.037310072433002675)	(42.0, 0.020584867549242856)	(43.0, 0.04760250620762411)	(44.0, 0.055321831538590174)	(45.0, 0.03087730132386428)	(46.0, 0.2971940252421937)	(47.0, 2.165270755335982)	(48.0, 5.897564552858048)	(49.0, 3.4531115313855074)	(50.0, 28.809808689387122)	(51.0, 51.47503441532554)	(52.0, 1.4164961982322735)	(53.0, 0.3422234230061625)	(54.0, 1.1231618356555637)	(55.0, 1.2621096916129526)	(56.0, 0.7101779304488786)	(57.0, 0.1325150848482509)	(58.0, 0.0)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0038596626654830357)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-79_S37.R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.003619909502262446)	(25.0, 0.01809954751131223)	(26.0, 0.11221719457013583)	(27.0, 0.26666666666666683)	(28.0, 0.3149321266968328)	(29.0, 0.25460030165912545)	(30.0, 0.2196078431372552)	(31.0, 0.22081447963800935)	(32.0, 0.26425339366515865)	(33.0, 0.12428355957767728)	(34.0, 0.05067873303167426)	(35.0, 0.055505279034690845)	(36.0, 0.11221719457013583)	(37.0, 0.11463046757164412)	(38.0, 0.18220211161387648)	(39.0, 0.23046757164404238)	(40.0, 0.18823529411764722)	(41.0, 0.047058823529411806)	(42.0, 0.10015082956259432)	(43.0, 0.14358974358974372)	(44.0, 0.15082956259426858)	(45.0, 0.22322775263951758)	(46.0, 0.9580693815987955)	(47.0, 4.209954751131235)	(48.0, 13.171644042232709)	(49.0, 10.622021116138916)	(50.0, 22.64132730015062)	(51.0, 33.3019607843134)	(52.0, 6.889894419306132)	(53.0, 1.2898944193061839)	(54.0, 1.3695324283559571)	(55.0, 1.236802413273002)	(56.0, 0.6057315233785828)	(57.0, 0.2099547511312219)	(58.0, 0.05791855203619914)	(59.0, 0.010859728506787339)	(60.0, 0.003619909502262446)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.003619909502262446)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.00844645550527904)	(78.0, 0.003619909502262446)	(79.0, 0.0)	(80.0, 0.003619909502262446)	(81.0, 0.003619909502262446)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-7_S1.R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0037854411931710647)	(23.0, 0.0037854411931710647)	(24.0, 0.008832696117399149)	(25.0, 0.010094509848456171)	(26.0, 0.1236577456435881)	(27.0, 0.7343755914751867)	(28.0, 0.9476221120238234)	(29.0, 0.476965590339554)	(30.0, 0.2044138244312376)	(31.0, 0.2675045109840886)	(32.0, 0.15898853011318473)	(33.0, 0.10220691221561871)	(34.0, 0.0643525002839081)	(35.0, 0.23091191278343495)	(36.0, 0.6952593658124188)	(37.0, 0.38359137424133455)	(38.0, 0.2801226482946587)	(39.0, 0.3545696584270231)	(40.0, 0.22334103039709283)	(41.0, 0.0895887749050485)	(42.0, 0.09842147102244767)	(43.0, 0.06182887282179406)	(44.0, 0.10725416713984681)	(45.0, 0.10851598087090383)	(46.0, 0.34195152111645266)	(47.0, 2.484511236451279)	(48.0, 5.987306153865524)	(49.0, 3.3438063873011252)	(50.0, 28.12204262406776)	(51.0, 52.12804885742776)	(52.0, 1.4473003495224028)	(53.0, 0.13122862802993024)	(54.0, 0.12996681429887322)	(55.0, 0.0883269611739915)	(56.0, 0.05173436297333789)	(57.0, 0.0037854411931710647)	(58.0, 0.0)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-7_S1.R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.003606853020739402)	(20.0, 0.0048091373609858695)	(21.0, 0.008415990381725271)	(22.0, 0.003606853020739402)	(23.0, 0.003606853020739402)	(24.0, 0.0048091373609858695)	(25.0, 0.027652539825668745)	(26.0, 0.1947700631199277)	(27.0, 0.5903216110610157)	(28.0, 0.7442140066125641)	(29.0, 0.5819056206792903)	(30.0, 0.46768860835587517)	(31.0, 0.6227832882476705)	(32.0, 0.38833784189960857)	(33.0, 0.2019837691614066)	(34.0, 0.1058010219416891)	(35.0, 0.21160204388337828)	(36.0, 0.3727081454764048)	(37.0, 0.3198076345055602)	(38.0, 0.2681094078749622)	(39.0, 0.26089570183348343)	(40.0, 0.21160204388337828)	(41.0, 0.08536218815749917)	(42.0, 0.17072437631499843)	(43.0, 0.185151788397956)	(44.0, 0.1695220919747519)	(45.0, 0.32100991884580676)	(46.0, 1.0772467688608347)	(47.0, 4.621581003907414)	(48.0, 13.40426810940831)	(49.0, 10.004207995190962)	(50.0, 21.87195671776356)	(51.0, 33.655545536519114)	(52.0, 7.332732191163148)	(53.0, 0.9449954914337243)	(54.0, 0.3162007814848208)	(55.0, 0.09257589419897798)	(56.0, 0.08415990381725269)	(57.0, 0.03486624586714755)	(58.0, 0.010820559062218207)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.007213706041478804)	(63.0, 0.003606853020739402)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.003606853020739402)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.003606853020739402)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-80_S38.R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.002397525753422466)	(23.0, 0.0)	(24.0, 0.002397525753422466)	(25.0, 0.002397525753422466)	(26.0, 0.027171958538787948)	(27.0, 0.1718226789952767)	(28.0, 0.19659711178064218)	(29.0, 0.12147463817340498)	(30.0, 0.035163711050196174)	(31.0, 0.047950515068449315)	(32.0, 0.025573608036506303)	(33.0, 0.03116783479449206)	(34.0, 0.00879092776254904)	(35.0, 0.06473319534240657)	(36.0, 0.2813096884015693)	(37.0, 0.13106474118709482)	(38.0, 0.11268371041085591)	(39.0, 0.09190515388119454)	(40.0, 0.04155711305932274)	(41.0, 0.017581855525098083)	(42.0, 0.015983505022816438)	(43.0, 0.01918020602737973)	(44.0, 0.031167834794492057)	(45.0, 0.023176082283083838)	(46.0, 0.386800821552158)	(47.0, 2.9489566767096314)	(48.0, 6.932845303646692)	(49.0, 3.55073564081865)	(50.0, 30.109726761981705)	(51.0, 53.093207809540445)	(52.0, 1.34261442191658)	(53.0, 0.07512247360723727)	(54.0, 0.027971133789928767)	(55.0, 0.007192577260267397)	(56.0, 0.010389278264830685)	(57.0, 0.005594226757985754)	(58.0, 0.005594226757985754)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-80_S38.R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0023029446986212827)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.003070592931495043)	(25.0, 0.014585316424601456)	(26.0, 0.044523597506678135)	(27.0, 0.10286486320508395)	(28.0, 0.17962968649246008)	(29.0, 0.15506494304049975)	(30.0, 0.12973255135566567)	(31.0, 0.19037676175269266)	(32.0, 0.1020972149722102)	(33.0, 0.10823840083520031)	(34.0, 0.056805969232658286)	(35.0, 0.04682654220529941)	(36.0, 0.1612061289034898)	(37.0, 0.15890318420486854)	(38.0, 0.11591488316393792)	(39.0, 0.04452359750667813)	(40.0, 0.027635336383455392)	(41.0, 0.03684711517794052)	(42.0, 0.0683206927257647)	(43.0, 0.09825897380784142)	(44.0, 0.12973255135566564)	(45.0, 0.21570915343752675)	(46.0, 1.1537752940092578)	(47.0, 4.975128197254782)	(48.0, 13.823809377590193)	(49.0, 11.049528663984969)	(50.0, 24.35517548438595)	(51.0, 34.49504099241652)	(52.0, 6.83437221727515)	(53.0, 0.803727699818827)	(54.0, 0.17348850062946997)	(55.0, 0.07369423035588105)	(56.0, 0.03300887401357172)	(57.0, 0.012282371725980172)	(58.0, 0.005373537630116326)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0023029446986212827)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0023029446986212827)	(65.0, 0.0023029446986212827)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0023029446986212827)	(71.0, 0.0023029446986212827)	(72.0, 0.004605889397242565)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0023029446986212827)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
