Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67
I28_S74.R1	(1, 33.87897284782151)	(2, 33.91728057251105)	(3, 33.96337613134077)	(4, 33.942117448958115)	(5, 33.94127552094296)	(6, 37.75563039360134)	(7, 37.833719217006944)	(8, 37.61271311302884)	(9, 37.55104188591876)	(12, 37.721279730583035)	(17, 37.750073668701326)	(22, 37.74093874973689)	(27, 37.72961481793307)	(32, 37.706882761523886)	(37, 37.659903178278256)	(42, 37.70528309829509)	(47, 37.66743843401389)	(52, 37.658261418648706)	(57, 37.67501578615028)	(62, 37.638181435487276)	(67, 37.47270048410861)	(72, 37.59280151547043)	(77, 37.630688276152384)	(82, 37.60349400126289)	(87, 37.534329614817935)	(92, 37.63140391496527)	(97, 37.583708692906754)	(102, 37.54826352346875)	(107, 37.45788255104189)	(112, 37.548179330667224)	(117, 37.507682593138284)	(122, 37.50932435276784)	(127, 37.36181856451274)	(132, 37.39111765944011)	(137, 37.1123552936224)	(142, 37.44559040202063)	(147, 37.25207324773732)	(152, 37.263186697537364)	(157, 37.13521363923385)	(162, 37.24133866554409)	(167, 37.02357398442433)	(172, 36.782024836876445)	(177, 36.82210061039781)	(182, 36.716564933698166)	(187, 36.834013891812255)	(192, 36.73011997474216)	(197, 36.42062723637129)	(202, 36.581561776468114)	(207, 36.635571458640285)	(212, 36.324689539044414)	(217, 36.35137865712481)	(222, 36.406777520522)	(227, 35.76160808250894)	(232, 35.89694801094506)	(237, 36.26714375920859)	(242, 36.10507261629131)	(247, 34.591496527046935)	(252, 35.54805304146496)	(257, 35.27253209850558)	(262, 34.04702167964639)	(267, 34.23978109871606)	(272, 33.1744053883393)	(277, 32.321995369395914)	(282, 32.07362419045603)	(287, 33.70320194691178)	(292, 33.466847799318224)	(297, 30.901562116440886)	(300, 31.839694507521997)
I28_S74.R2	(1, 32.92170069459061)	(2, 33.20206272363713)	(3, 33.11408124605346)	(4, 33.28225636708061)	(5, 33.203957061671225)	(6, 36.48810776678594)	(7, 36.39086508103557)	(8, 35.76678593980215)	(9, 36.25868238265628)	(12, 36.63123552936224)	(17, 36.63931803830773)	(22, 36.257166912229)	(27, 36.436623868659225)	(32, 36.55693538202483)	(37, 36.53323510839824)	(42, 36.518290886129236)	(47, 36.3940223110924)	(52, 36.47476320774574)	(57, 36.428878130919806)	(62, 36.16969059145443)	(67, 35.61435487265839)	(72, 35.8865501999579)	(77, 35.84937907808882)	(82, 35.92654178067776)	(87, 35.581056619659016)	(92, 36.22201641759629)	(97, 36.03043569774785)	(102, 35.90852452115344)	(107, 35.520479898968645)	(112, 35.32826773310882)	(117, 35.57103767627868)	(122, 35.505283098295095)	(127, 35.10578825510419)	(132, 35.01801725952431)	(137, 34.952052199536936)	(142, 34.83759208587665)	(147, 34.7749947379499)	(152, 34.38021469164387)	(157, 33.92005893496106)	(162, 33.69955798779204)	(167, 33.19292780467269)	(172, 31.878088823405598)	(177, 31.733024626394446)	(182, 31.692233214060195)	(187, 31.398947589981056)	(192, 30.681456535466214)	(197, 29.91656493369817)	(202, 30.032456324984214)	(207, 29.624373816038723)	(212, 29.197305830351503)	(217, 29.410439907387918)	(222, 29.70902967796253)	(227, 26.718122500526203)	(232, 27.614144390654598)	(237, 28.159208587665756)	(242, 27.07834140181015)	(247, 26.680319932645755)	(252, 25.374237002736265)	(257, 23.097789938960222)	(262, 20.252452115344138)	(267, 22.046811197642604)	(272, 20.512355293622395)	(277, 19.6416333403494)	(282, 19.337894675428366)	(287, 20.21249616387737)	(292, 19.75370583760844)	(297, 21.552169597898278)	(300, 24.203039296208225)
I29_S75.R1	(1, 33.87178830996008)	(2, 33.90776947486948)	(3, 33.9512232572423)	(4, 33.93796703859146)	(5, 33.95040434026001)	(6, 37.78349882280684)	(7, 37.86047701914219)	(8, 37.55814310574266)	(9, 37.481676732521244)	(12, 37.69481011362473)	(17, 37.757907667110246)	(22, 37.72374859248644)	(27, 37.71300030709388)	(32, 37.72867233084246)	(37, 37.64788617053946)	(42, 37.71362473129286)	(47, 37.660569147302695)	(52, 37.67818609888422)	(57, 37.68625243115979)	(62, 37.65766199201556)	(67, 37.37646637322142)	(72, 37.56010850650016)	(77, 37.65181697205446)	(82, 37.622356433616545)	(87, 37.561643975841946)	(92, 37.65498003889856)	(97, 37.60260006141877)	(102, 37.58645716040537)	(107, 37.42225406899375)	(112, 37.55487767427577)	(117, 37.509356126522675)	(122, 37.5315283038182)	(127, 37.25937148121609)	(132, 37.33471184358685)	(137, 37.09998976353772)	(142, 37.46301566178729)	(147, 37.18086805200123)	(152, 37.24677039615109)	(157, 37.13973794656566)	(162, 37.33662606203296)	(167, 37.22014535776435)	(172, 37.1972668645716)	(177, 37.272402497696795)	(182, 37.15133585832736)	(187, 37.220923328897534)	(192, 37.017750025591155)	(197, 36.80104411915242)	(202, 36.90026614801924)	(207, 36.836144948305865)	(212, 36.71062544784523)	(217, 36.82283754734364)	(222, 36.818456341488385)	(227, 36.22484389395025)	(232, 36.38099088954857)	(237, 36.450977582147615)	(242, 36.29064387347732)	(247, 35.22002252021701)	(252, 35.928569966219676)	(257, 35.29411403418978)	(262, 34.179281400348046)	(267, 34.355512334937046)	(272, 33.21644999488177)	(277, 32.62348244446719)	(282, 32.25470913342304)	(287, 34.105421078793064)	(292, 33.67034511644531)	(297, 31.44661125289257)	(300, 32.572644926335386)
I29_S75.R2	(1, 32.77423482444467)	(2, 33.271163885761084)	(3, 33.151090183232675)	(4, 33.30233391339953)	(5, 33.29660149452349)	(6, 36.3356024158051)	(7, 36.35443750639779)	(8, 35.92819121711536)	(9, 36.218139011157746)	(12, 36.59414474357662)	(17, 36.4976967959873)	(22, 36.274275770293784)	(27, 36.38933360630566)	(32, 36.348090899785035)	(37, 36.26958747057017)	(42, 36.25314771215068)	(47, 36.15715016890162)	(52, 36.30767734670898)	(57, 36.0869178012079)	(62, 35.939338724536796)	(67, 35.09118640597809)	(72, 35.65268707134815)	(77, 35.4734568533115)	(82, 35.52774081277511)	(87, 35.08113420002047)	(92, 35.92647149145255)	(97, 35.77665062954243)	(102, 35.60961203807964)	(107, 35.03362677858532)	(112, 34.872300133074006)	(117, 35.19665267683489)	(122, 35.15608557682465)	(127, 34.65929982598014)	(132, 34.53904186713072)	(137, 34.39067458286416)	(142, 34.56112191626573)	(147, 34.34539871020576)	(152, 34.09779916061009)	(157, 33.747507421435145)	(162, 33.607687583171256)	(167, 33.52349268092947)	(172, 33.25582966526768)	(177, 32.874449790152525)	(182, 32.96011874296243)	(187, 32.542041150578356)	(192, 31.526993551028767)	(197, 30.6246289282424)	(202, 30.90554816255502)	(207, 29.91376804176476)	(212, 29.506367079537313)	(217, 29.988197358992732)	(222, 30.45178626266762)	(227, 27.545767222847786)	(232, 28.551141365544066)	(237, 28.45113112908179)	(242, 27.395352646125495)	(247, 27.339021394206164)	(252, 25.81042071859965)	(257, 23.271337905619816)	(262, 20.07476712048316)	(267, 22.16238100112601)	(272, 20.573743474255302)	(277, 19.60262053434333)	(282, 19.532606555107183)	(287, 20.532286827101068)	(292, 19.247327084125946)	(297, 21.4453412508261)	(300, 24.396393362571164)
I2_S60.R1	(1, 33.834636401849515)	(2, 33.89810844892812)	(3, 33.92988650693569)	(4, 33.918369062631356)	(5, 33.94426229508197)	(6, 37.7572929802438)	(7, 37.8348886086591)	(8, 37.52753257671291)	(9, 37.474401008827236)	(12, 37.68512820512821)	(17, 37.766019335855404)	(22, 37.7362421185372)	(27, 37.7173097940311)	(32, 37.72837326607819)	(37, 37.65651113913409)	(42, 37.712904581757044)	(47, 37.64654056326187)	(52, 37.67335855401429)	(57, 37.68617065994115)	(62, 37.63435056746532)	(67, 37.396586801176966)	(72, 37.55051702395964)	(77, 37.66446406052963)	(82, 37.6342833123161)	(87, 37.52344682639764)	(92, 37.66607818411097)	(97, 37.58854981084489)	(102, 37.563682219419924)	(107, 37.42370744010088)	(112, 37.52790248003363)	(117, 37.502782681799076)	(122, 37.50838167297184)	(127, 37.30735603194619)	(132, 37.30500210172342)	(137, 37.114955863808326)	(142, 37.480033627574606)	(147, 37.240050441361916)	(152, 37.23157629255989)	(157, 37.145876418663306)	(162, 37.3106683480454)	(167, 37.12956704497687)	(172, 37.03621689785624)	(177, 37.099134089953765)	(182, 37.016427070197565)	(187, 37.07628415300546)	(192, 36.95646910466583)	(197, 36.60664144598571)	(202, 36.747423287095415)	(207, 36.71413198823035)	(212, 36.5621017234132)	(217, 36.64544766708701)	(222, 36.703589743589745)	(227, 36.18071458596049)	(232, 36.277578814627994)	(237, 36.391963009667926)	(242, 36.2379150903741)	(247, 35.18401008827239)	(252, 35.908970155527534)	(257, 35.35436738125263)	(262, 34.09415720891131)	(267, 34.27576292559899)	(272, 33.32168137873056)	(277, 32.53407313997478)	(282, 32.22462690875379)	(287, 34.08832606767503)	(292, 33.688200637052134)	(297, 31.495982603349397)	(300, 32.45272094559126)
I2_S60.R2	(1, 32.992770071458594)	(2, 33.28617065994115)	(3, 33.294577553593946)	(4, 33.345187053383775)	(5, 33.25994115174443)	(6, 36.497183690626315)	(7, 36.323497267759564)	(8, 35.99991593106347)	(9, 36.27431693989071)	(12, 36.6282976040353)	(17, 36.54775956284153)	(22, 36.384161412358125)	(27, 36.45417402269861)	(32, 36.405111391340895)	(37, 36.33205548549811)	(42, 36.36218579234973)	(47, 36.273476250525434)	(52, 36.37960487599832)	(57, 36.26789407313997)	(62, 36.02962589323245)	(67, 35.224279108869275)	(72, 35.7723413198823)	(77, 35.6102395964691)	(82, 35.67645229087852)	(87, 35.23872215216478)	(92, 35.97010508617066)	(97, 35.86540563261875)	(102, 35.80474148802018)	(107, 35.150802858343845)	(112, 34.974964270701975)	(117, 35.32606977721732)	(122, 35.2827070197562)	(127, 34.748095838587645)	(132, 34.6817990752417)	(137, 34.557292980243794)	(142, 34.65921815889028)	(147, 34.44349726775956)	(152, 34.16063892391761)	(157, 33.80901218999579)	(162, 33.6586296763346)	(167, 33.38089953762085)	(172, 32.810138713745275)	(177, 32.42385876418663)	(182, 32.4568474148802)	(187, 32.221370323665404)	(192, 31.16860865910046)	(197, 30.21672971836906)	(202, 30.50611181168558)	(207, 29.377957124842375)	(212, 29.378579234972676)	(217, 29.608205128205128)	(222, 29.988112652374944)	(227, 27.161849516603617)	(232, 28.225792349726778)	(237, 28.20944934846574)	(242, 27.09249264396805)	(247, 27.114367381252627)	(252, 25.71613282891971)	(257, 23.20610340479193)	(262, 19.977486338797814)	(267, 22.06387557797394)	(272, 20.54965952080706)	(277, 19.55936107608239)	(282, 19.586807569786448)	(287, 20.3846577308642)	(292, 19.28432167691765)	(297, 21.568186232711852)	(300, 24.36677184507908)
I35_S50.R1	(1, 33.89325626204239)	(2, 33.90012261341741)	(3, 33.94902785076196)	(4, 33.91774391311964)	(5, 33.94503415659485)	(6, 37.782974251182345)	(7, 37.86862848134525)	(8, 37.567559992993516)	(9, 37.53816780521983)	(12, 37.74156594850236)	(17, 37.775540374846734)	(22, 37.7332422490804)	(27, 37.69327728148537)	(32, 37.67794009458749)	(37, 37.620683131897)	(42, 37.64920651602732)	(47, 37.66845331932037)	(52, 37.71555088456822)	(57, 37.663878087230685)	(62, 37.64351725345945)	(67, 37.49334734629532)	(72, 37.542371693816776)	(77, 37.60522683482221)	(82, 37.66436854090033)	(87, 37.556643895603436)	(92, 37.62267997898056)	(97, 37.557064284463124)	(102, 37.486572079173236)	(107, 37.402193028551416)	(112, 37.527826239271334)	(117, 37.502946225258356)	(122, 37.47927132597653)	(127, 37.27325275880189)	(132, 37.39480819758277)	(137, 37.12361534419338)	(142, 37.29686459975477)	(147, 37.163405149763534)	(152, 37.0080014012962)	(157, 36.915396741986335)	(162, 37.20483447188649)	(167, 37.15201961814679)	(172, 37.157701874233666)	(177, 37.18977754422841)	(182, 37.207083552285866)	(187, 37.22558066211245)	(192, 37.01324224908039)	(197, 36.93188299176739)	(202, 36.811091259414965)	(207, 36.864704851988094)	(212, 36.58850236468733)	(217, 36.613515501839196)	(222, 36.44721667542477)	(227, 35.93490979155719)	(232, 35.95427570502714)	(237, 35.50698195831144)	(242, 35.01603783499737)	(247, 33.506218251883)	(252, 35.18890173410405)	(257, 34.40816955684008)	(262, 33.322522333158176)	(267, 33.38469784550709)	(272, 32.19396741986337)	(277, 31.966754247679102)	(282, 31.830349480449776)	(287, 33.94288529125568)	(292, 33.42049551140233)	(297, 29.64909340192103)	(300, 31.435344338254232)
I35_S50.R2	(1, 32.87290243475215)	(2, 33.24154843229988)	(3, 33.20045542126467)	(4, 33.25391487125591)	(5, 33.21821685058679)	(6, 36.58745839901909)	(7, 36.46974951830443)	(8, 35.81247153617096)	(9, 36.40963391136802)	(12, 36.74105447538973)	(17, 36.793778244876506)	(22, 36.57313715186548)	(27, 36.42459274829217)	(32, 36.44616570327553)	(37, 36.36568926256788)	(42, 36.287861271676306)	(47, 36.429630408127515)	(52, 36.611840952881415)	(57, 36.44225608688036)	(62, 36.18720616570327)	(67, 35.746953932387456)	(72, 35.86970747941846)	(77, 35.807132597652824)	(82, 35.915508845682254)	(87, 35.57605184795936)	(92, 36.015645472061664)	(97, 36.06272201786653)	(102, 35.71415659485024)	(107, 35.569879138202836)	(112, 35.4743457698371)	(117, 35.51325976528288)	(122, 35.54527938342968)	(127, 35.14523033806271)	(132, 35.04355929234542)	(137, 34.850215449290594)	(142, 34.59646873357856)	(147, 34.47562795585917)	(152, 34.00821860220704)	(157, 33.65565948502365)	(162, 33.6983569802067)	(167, 33.741138553161676)	(172, 33.386715712033634)	(177, 32.98967945349448)	(182, 33.8845472061657)	(187, 33.10071816430198)	(192, 32.30332457523209)	(197, 31.48075669994745)	(202, 30.857109826589596)	(207, 30.217284988614473)	(212, 29.226988964792433)	(217, 29.172254335260117)	(222, 28.88781923279033)	(227, 26.11887896304081)	(232, 27.62842529339639)	(237, 27.320224207391835)	(242, 26.539828341215628)	(247, 26.240049045366966)	(252, 25.950688386757754)	(257, 22.447987388334205)	(262, 20.339218777369066)	(267, 21.448477842003854)	(272, 19.821874233666144)	(277, 19.154009458749343)	(282, 19.98892405440162)	(287, 21.70998371218611)	(292, 20.33089420556586)	(297, 20.348230005493736)	(300, 24.02217344085934)
I36_S51.R1	(1, 33.86320254506893)	(2, 33.91529692470838)	(3, 33.96129374337222)	(4, 33.93681512902086)	(5, 33.95634499823259)	(6, 37.762416048073526)	(7, 37.84711912336515)	(8, 37.525185577942736)	(9, 37.454135737009544)	(12, 37.697967479674794)	(17, 37.75243902439024)	(22, 37.72391304347826)	(27, 37.71110816542948)	(32, 37.725715800636266)	(37, 37.6439996465182)	(42, 37.71778897136797)	(47, 37.66400671615412)	(52, 37.684314245316365)	(57, 37.696014492753626)	(62, 37.64817073170732)	(67, 37.4960410038883)	(72, 37.53643513609049)	(77, 37.65235949098621)	(82, 37.62310003534818)	(87, 37.543168964298346)	(92, 37.661010957935666)	(97, 37.613511841640154)	(102, 37.59200247437256)	(107, 37.41712619300106)	(112, 37.54870095440085)	(117, 37.5246641922941)	(122, 37.55645987981619)	(127, 37.275689289501585)	(132, 37.337230470130784)	(137, 37.084941675503714)	(142, 37.448939554612934)	(147, 37.17933898904206)	(152, 37.27106751502298)	(157, 37.16626899964651)	(162, 37.33806998939555)	(167, 37.21543831742665)	(172, 37.242152704135734)	(177, 37.27434605867798)	(182, 37.166896429833855)	(187, 37.229851537645814)	(192, 37.04325733474726)	(197, 36.784296571226584)	(202, 36.91375927889713)	(207, 36.84619123365147)	(212, 36.69667727112054)	(217, 36.76001237186285)	(222, 36.8375486037469)	(227, 36.229922234004945)	(232, 36.40121951219512)	(237, 36.466154118062924)	(242, 36.30009720749382)	(247, 35.23598444680099)	(252, 35.944936373276775)	(257, 35.277553905973846)	(262, 34.16904383174266)	(267, 34.200883704489215)	(272, 33.08465889006716)	(277, 32.45987097914457)	(282, 32.34658391697375)	(287, 34.12937873672106)	(292, 33.65346132450734)	(297, 31.36674127542229)	(300, 32.586713515465306)
I36_S51.R2	(1, 32.909950512548605)	(2, 33.263343937787205)	(3, 33.23241428066454)	(4, 33.20391481088724)	(5, 33.16025980911983)	(6, 36.25136974195829)	(7, 36.21257511488158)	(8, 35.01484623541888)	(9, 35.87769529869212)	(12, 36.45032697066101)	(17, 36.530947331212445)	(22, 36.33279427359491)	(27, 36.461505832449625)	(32, 36.40315482502651)	(37, 36.28893601979498)	(42, 36.368981972428415)	(47, 36.24031459879816)	(52, 36.35311947684694)	(57, 36.22912689996465)	(62, 36.044512195121946)	(67, 35.21212442559208)	(72, 35.72540650406504)	(77, 35.6349593495935)	(82, 35.6335984446801)	(87, 35.272949805585014)	(92, 36.0063361611877)	(97, 35.87199540473665)	(102, 35.780638034641214)	(107, 35.22123541887593)	(112, 35.05171438670909)	(117, 35.42440791799222)	(122, 35.34532520325204)	(127, 34.90186461647225)	(132, 34.87201307882644)	(137, 34.70897843761046)	(142, 34.76530576175327)	(147, 34.576449275362314)	(152, 34.23288264404383)	(157, 33.931990102509715)	(162, 33.839642983386355)	(167, 33.77060798868858)	(172, 33.52927712972782)	(177, 33.15744079179922)	(182, 33.194370802403675)	(187, 32.92761576528809)	(192, 31.97823435843054)	(197, 30.9627783669141)	(202, 31.17860551431601)	(207, 30.2119918699187)	(212, 29.82180098974903)	(217, 30.190394132202194)	(222, 30.68250265111347)	(227, 27.863547189819723)	(232, 28.94369918699187)	(237, 28.57910038882998)	(242, 27.684411452810185)	(247, 27.663308589607635)	(252, 26.119114528101807)	(257, 23.61502297631672)	(262, 20.27944503358077)	(267, 22.273886532343585)	(272, 20.845254506892893)	(277, 19.898524213503002)	(282, 19.643660827985816)	(287, 20.820494816210026)	(292, 19.400500848742375)	(297, 21.6708837597057)	(300, 24.46600232045492)
I3_S61.R1	(1, 33.84697632975632)	(2, 33.90287839460737)	(3, 33.94495021888196)	(4, 33.92988029287568)	(5, 33.94642234532987)	(6, 37.77763142602564)	(7, 37.854763103862396)	(8, 37.5290744973463)	(9, 37.4704993607872)	(12, 37.68701042110565)	(17, 37.75570448998567)	(22, 37.70871266416147)	(27, 37.70382365474761)	(32, 37.71240072831519)	(37, 37.63748498818425)	(42, 37.71111455468175)	(47, 37.65397280440088)	(52, 37.66863983264247)	(57, 37.673358385309726)	(62, 37.62894665478635)	(67, 37.360663231704955)	(72, 37.557075891992405)	(77, 37.63509084569791)	(82, 37.62965947390849)	(87, 37.51821175376748)	(92, 37.643954596521134)	(97, 37.59981404718552)	(102, 37.57062720334715)	(107, 37.41347383101538)	(112, 37.54204470615581)	(117, 37.50517956068647)	(122, 37.534660829814435)	(127, 37.23395963274319)	(132, 37.3095494518266)	(137, 37.04598458141247)	(142, 37.442893115871854)	(147, 37.22466974005346)	(152, 37.247619416573045)	(157, 37.179072560337815)	(162, 37.334443884864214)	(167, 37.22136132956262)	(172, 37.23313834114593)	(177, 37.29325533645838)	(182, 37.18524774338512)	(187, 37.257823577267274)	(192, 37.0857242474722)	(197, 36.82031534498121)	(202, 36.88717312981831)	(207, 36.80665556115136)	(212, 36.73905396505637)	(217, 36.868492619997674)	(222, 36.850687638011856)	(227, 36.27507844884361)	(232, 36.46419246116298)	(237, 36.48163328555379)	(242, 36.242707163057375)	(247, 35.286530043001584)	(252, 36.03442451477937)	(257, 35.474923488164876)	(262, 34.180505946616044)	(267, 34.30135977995583)	(272, 33.30941773524968)	(277, 32.588145508077325)	(282, 32.19993947890799)	(287, 34.14302647209432)	(292, 33.84249049647438)	(297, 31.619847153447)	(300, 32.70119041530249)
I3_S61.R2	(1, 32.945725022275596)	(2, 33.27796071746794)	(3, 33.19660636113586)	(4, 33.29031883159648)	(5, 33.246426219346844)	(6, 36.241932359663735)	(7, 36.11730523379693)	(8, 35.39371634447759)	(9, 36.07139813272382)	(12, 36.49046604424127)	(17, 36.50485414326114)	(22, 36.29912059814822)	(27, 36.452609150428074)	(32, 36.37525277960718)	(37, 36.27105721923063)	(42, 36.2698175338008)	(47, 36.21257505907876)	(52, 36.33761283074419)	(57, 36.204253670631076)	(62, 35.92862511137799)	(67, 35.044566691202114)	(72, 35.70759694727463)	(77, 35.53235191570139)	(82, 35.569929880292875)	(87, 35.056924805330645)	(92, 35.94181226513772)	(97, 35.83865494130864)	(102, 35.712609925231476)	(107, 35.09408437608956)	(112, 34.8546158912176)	(117, 35.23791113005075)	(122, 35.15472823770968)	(127, 34.687444311006075)	(132, 34.51815751752993)	(137, 34.372564211831246)	(142, 34.48237709681168)	(147, 34.39505675434858)	(152, 34.09111687909193)	(157, 33.74350133653585)	(162, 33.55556502537481)	(167, 33.53881377600434)	(172, 33.463758571262545)	(177, 32.88848254755356)	(182, 33.01868825785457)	(187, 32.57733700073606)	(192, 31.6103281292372)	(197, 30.65726571882385)	(202, 30.74012319373959)	(207, 29.607352884205635)	(212, 29.378599930267693)	(217, 29.813884476814007)	(222, 30.369953124394687)	(227, 27.384132026498282)	(232, 28.57946771006857)	(237, 28.226715221012665)	(242, 27.024654243985587)	(247, 26.979886103901134)	(252, 25.49523883314609)	(257, 23.14110719404951)	(262, 19.825754464804554)	(267, 22.02958199356913)	(272, 20.65799403401387)	(277, 19.44705381009569)	(282, 19.446209494600218)	(287, 20.380568422376047)	(292, 19.066240944209625)	(297, 21.304054715695642)	(300, 24.4096886027778)
I4_S62.R1	(1, 33.859532446594116)	(2, 33.92059653365578)	(3, 33.929060862555424)	(4, 33.91293833131802)	(5, 33.93470374848851)	(6, 37.7341797662233)	(7, 37.83555018137848)	(8, 37.61406690850463)	(9, 37.626158806932686)	(12, 37.723700120918984)	(17, 37.74643288996372)	(22, 37.686255542120115)	(27, 37.69141475211608)	(32, 37.696372430471584)	(37, 37.65683192261185)	(42, 37.694437726723095)	(47, 37.63941958887545)	(52, 37.685247883917775)	(57, 37.68016928657799)	(62, 37.63724304715841)	(67, 37.574768238613466)	(72, 37.60850463522773)	(77, 37.61717049576784)	(82, 37.619105199516326)	(87, 37.52902055622733)	(92, 37.628899637243045)	(97, 37.56932688432083)	(102, 37.507255139056824)	(107, 37.48432083837162)	(112, 37.55002015316404)	(117, 37.53200322450625)	(122, 37.48557033454252)	(127, 37.32087867795244)	(132, 37.38690044336961)	(137, 37.22079806529625)	(142, 37.493712212817414)	(147, 37.25348649738009)	(152, 37.3366787585651)	(157, 37.166868198307135)	(162, 37.12507053607416)	(167, 36.749536477226926)	(172, 35.95497783151955)	(177, 36.044498186215236)	(182, 36.09387343812979)	(187, 36.2297863764611)	(192, 36.442765014107216)	(197, 35.98262797259169)	(202, 36.03575171301894)	(207, 36.17646110439339)	(212, 35.600846432889966)	(217, 35.68677952438533)	(222, 35.76481257557437)	(227, 35.30314389359129)	(232, 35.16598145908908)	(237, 35.82011285771866)	(242, 35.51100362756953)	(247, 34.285610640870615)	(252, 35.43639661426844)	(257, 35.09991938734381)	(262, 33.935751713018945)	(267, 33.84191858121726)	(272, 32.89226118500604)	(277, 32.10016122531238)	(282, 31.99133325755708)	(287, 33.75989288863589)	(292, 33.86601425374476)	(297, 30.631487982727357)	(300, 31.360264351116466)
I4_S62.R2	(1, 32.84018540910923)	(2, 33.23498589278517)	(3, 33.126158806932686)	(4, 33.19044740024184)	(5, 33.13905683192261)	(6, 36.546553808948005)	(7, 36.42503022974607)	(8, 36.32889963724305)	(9, 36.538492543329305)	(12, 36.69415558242645)	(17, 36.728133817009265)	(22, 36.525231761386536)	(27, 36.57992744860943)	(32, 36.63825070536075)	(37, 36.55719467956469)	(42, 36.55735590487707)	(47, 36.40818218460298)	(52, 36.557114066908504)	(57, 36.58879484079)	(62, 36.238250705360734)	(67, 36.02277307537283)	(72, 36.17335751713019)	(77, 36.03047158403869)	(82, 36.045425231761385)	(87, 35.81604191858122)	(92, 36.19923417976622)	(97, 36.10358726320032)	(102, 35.89927448609431)	(107, 35.76235388956066)	(112, 35.6235792019347)	(117, 35.74066908504635)	(122, 35.48129786376461)	(127, 35.28065296251511)	(132, 35.177428456267634)	(137, 35.41140669085046)	(142, 35.37001209189843)	(147, 34.94554615074567)	(152, 34.83555018137847)	(157, 34.362837565497784)	(162, 33.65683192261185)	(167, 32.61846029826683)	(172, 29.9292220878678)	(177, 30.012454655380896)	(182, 30.177549375251914)	(187, 30.31068117694478)	(192, 29.77589681580008)	(197, 29.49250302297461)	(202, 29.06839983877469)	(207, 28.45332527206772)	(212, 29.353567110036277)	(217, 29.642563482466745)	(222, 29.487464731962916)	(227, 27.140185409109232)	(232, 27.56174929463926)	(237, 28.89105199516324)	(242, 27.49085046352277)	(247, 26.747924224103183)	(252, 26.45417170495768)	(257, 24.04373236598146)	(262, 21.466182990729543)	(267, 22.917775090689236)	(272, 21.345747682386136)	(277, 20.041354292623943)	(282, 19.955638300880555)	(287, 20.21814599829768)	(292, 21.121237051895736)	(297, 22.497746824701885)	(300, 24.430823999987307)
I50_S54.R1	(1, 33.84741406008052)	(2, 33.915887271601115)	(3, 33.93954784763085)	(4, 33.91093217714462)	(5, 33.93737999380613)	(6, 37.74134406937132)	(7, 37.82963765871787)	(8, 37.61659956642924)	(9, 37.544719727469804)	(12, 37.69174357386187)	(17, 37.7267637039331)	(22, 37.673025704552494)	(27, 37.667556519046144)	(32, 37.67678538247136)	(37, 37.61367606069991)	(42, 37.651656859708886)	(47, 37.60707959120471)	(52, 37.63867451223289)	(57, 37.63835862496129)	(62, 37.60322081139672)	(67, 37.39023846392072)	(72, 37.56709817280891)	(77, 37.60231031279034)	(82, 37.5759739857541)	(87, 37.472629296995976)	(92, 37.599380613192935)	(97, 37.50486218643543)	(102, 37.48741406008052)	(107, 37.40119541653763)	(112, 37.4533601734283)	(117, 37.42655311241871)	(122, 37.5011582533292)	(127, 37.24130071229483)	(132, 37.33417157014556)	(137, 37.00639826571694)	(142, 37.34535769588108)	(147, 37.19036234128214)	(152, 37.157466707959124)	(157, 37.05760916692474)	(162, 37.208045834623725)	(167, 37.092610715391764)	(172, 37.1249736760607)	(177, 37.21206565500155)	(182, 37.11402911117993)	(187, 37.18383400433571)	(192, 37.02156704862186)	(197, 36.80616289873026)	(202, 36.85060390213688)	(207, 36.82213688448436)	(212, 36.64379064725921)	(217, 36.820377825952306)	(222, 36.85465469185506)	(227, 36.30846082378445)	(232, 36.48904924125116)	(237, 36.46128213069061)	(242, 36.037367606069985)	(247, 34.45866212449675)	(252, 35.47837101269743)	(257, 35.159690306596474)	(262, 34.08622483741097)	(267, 34.25406627438836)	(272, 33.28016723443791)	(277, 32.520080520284914)	(282, 31.963175307974826)	(287, 33.96317330206689)	(292, 33.6454051206258)	(297, 30.64608785219633)	(300, 31.76332959453427)
